,PITCH_RESULT_KEY
248793,StrikeCalled
202072,InPlay
23347,InPlay
118403,BallCalled
49613,BallCalled
199352,BallCalled
92816,BallCalled
55023,InPlay
55584,InPlay
194485,StrikeSwinging
153360,BallCalled
112020,BallCalled
40104,InPlay
54834,StrikeSwinging
83621,BallCalled
143199,StrikeSwinging
122848,BallCalled
51582,BallCalled
98100,InPlay
199989,BallCalled
56730,BallCalled
251217,BallCalled
261286,BallCalled
190857,FoulBall
6481,StrikeSwinging
134785,BallCalled
150372,BallCalled
147194,FoulBall
232562,FoulBall
34321,StrikeCalled
119262,StrikeSwinging
236497,BallCalled
76752,StrikeCalled
210363,StrikeCalled
182690,InPlay
138622,InPlay
186721,StrikeSwinging
215378,FoulBall
261221,BallCalled
180657,BallCalled
267164,FoulBall
41299,StrikeCalled
262085,BallCalled
122749,StrikeCalled
50447,FoulBall
101693,FoulBall
77825,FoulBall
53112,FoulBall
109231,InPlay
253873,InPlay
63607,BallCalled
56974,FoulBall
8271,BallCalled
253612,InPlay
21278,StrikeSwinging
9585,StrikeSwinging
206905,InPlay
62873,InPlay
230091,BallCalled
250417,BallCalled
169448,BallCalled
90381,BallCalled
239195,InPlay
30340,FoulBall
248431,StrikeSwinging
176866,StrikeSwinging
39026,FoulBall
93479,FoulBall
16041,StrikeSwinging
180555,BallCalled
215483,BallCalled
222745,InPlay
132593,BallCalled
97504,StrikeSwinging
132002,BallCalled
137631,FoulBall
140317,BallCalled
247077,InPlay
222324,FoulBall
25871,BallCalled
138258,InPlay
194904,FoulBall
46234,FoulBall
246746,StrikeSwinging
71014,StrikeCalled
165943,StrikeCalled
6256,BallCalled
94621,InPlay
231100,BallCalled
87264,FoulBall
139604,StrikeSwinging
198205,FoulBall
18123,BallCalled
150151,FoulBall
129059,StrikeCalled
233738,StrikeSwinging
123276,BallCalled
75959,FoulBall
225189,StrikeCalled
238565,BallCalled
199504,StrikeCalled
183747,InPlay
20210,BallCalled
34585,BallCalled
160360,BallCalled
165111,BallCalled
100383,StrikeCalled
230724,BallCalled
50656,FoulBall
1082,BallCalled
172696,BallCalled
18893,InPlay
75061,FoulBall
232331,BallCalled
66499,StrikeCalled
199401,FoulBall
228863,StrikeSwinging
26465,BallCalled
53675,InPlay
189159,StrikeSwinging
129926,BallCalled
248898,FoulBall
62534,StrikeCalled
66488,InPlay
135532,StrikeSwinging
185707,BallCalled
38563,BallCalled
11533,StrikeCalled
171764,BallCalled
166943,BallCalled
133357,StrikeSwinging
20103,FoulBall
90394,FoulBall
106332,FoulBall
141685,StrikeCalled
31207,StrikeSwinging
215951,StrikeSwinging
197871,FoulBall
124887,BallCalled
215961,StrikeCalled
26320,StrikeCalled
2571,StrikeCalled
246286,StrikeSwinging
69434,InPlay
174769,BallCalled
56674,BallCalled
197613,BallCalled
47075,StrikeCalled
23781,FoulBall
250571,StrikeCalled
153507,BallCalled
211635,BallCalled
30084,StrikeSwinging
18939,BallCalled
208493,BallCalled
233130,BallCalled
164479,InPlay
203776,StrikeSwinging
128303,StrikeSwinging
184114,StrikeSwinging
74797,InPlay
177426,InPlay
87438,BallCalled
118179,InPlay
103216,StrikeSwinging
233547,FoulBall
224501,FoulBall
102847,StrikeCalled
3625,StrikeCalled
135342,InPlay
117807,StrikeCalled
230234,StrikeSwinging
226929,FoulBall
251968,InPlay
203717,StrikeCalled
248598,StrikeCalled
47565,StrikeSwinging
50068,FoulBall
197569,BallCalled
28183,FoulBall
205497,BallCalled
257979,FoulBall
139058,BallCalled
89283,BallCalled
74553,BallCalled
211314,StrikeSwinging
73271,InPlay
157167,FoulBall
78614,StrikeSwinging
217386,StrikeCalled
99472,StrikeCalled
26041,BallCalled
5103,BallCalled
45922,InPlay
249450,BallCalled
231799,BallCalled
211466,BallCalled
327,BallCalled
230187,BallCalled
128836,BallCalled
203489,FoulBall
34034,StrikeSwinging
245313,FoulBall
87146,InPlay
239145,StrikeCalled
62205,StrikeSwinging
40311,InPlay
57906,InPlay
243828,InPlay
245455,BallCalled
206319,BallCalled
229033,InPlay
204125,StrikeSwinging
261367,FoulBall
124338,StrikeCalled
158651,BallCalled
255397,BallCalled
195717,StrikeSwinging
237942,BallCalled
134509,BallCalled
87055,FoulBall
213350,StrikeCalled
208375,BallCalled
138764,FoulBall
97262,BallCalled
71232,InPlay
229452,StrikeSwinging
131981,FoulBall
223482,BallCalled
155980,BallCalled
51925,InPlay
101771,BallCalled
63491,FoulBall
23769,StrikeSwinging
6206,StrikeCalled
28478,InPlay
39335,StrikeCalled
148466,StrikeCalled
176101,InPlay
84682,BallCalled
16708,FoulBall
159246,InPlay
33907,StrikeCalled
94919,BallCalled
214939,StrikeCalled
243054,StrikeCalled
6647,StrikeCalled
199588,BallCalled
43115,FoulBall
184722,InPlay
59398,StrikeCalled
217307,FoulBall
64314,BallCalled
76777,BallCalled
179519,BallCalled
92201,FoulBall
55696,BallCalled
40290,BallCalled
264466,InPlay
124345,InPlay
31809,InPlay
250115,BallCalled
164286,BallCalled
250985,StrikeCalled
107439,InPlay
18022,StrikeCalled
52406,StrikeCalled
11950,FoulBall
24924,StrikeSwinging
244440,BallCalled
7289,FoulBall
73991,FoulBall
257172,StrikeCalled
195269,BallCalled
122822,StrikeCalled
223126,InPlay
268294,FoulBall
107484,StrikeSwinging
186623,BallCalled
25036,StrikeCalled
206130,InPlay
141444,BallCalled
19636,BallCalled
230490,BallCalled
116397,InPlay
68433,StrikeSwinging
97011,StrikeSwinging
135942,FoulBall
240980,StrikeCalled
91181,InPlay
243798,BallCalled
95533,BallCalled
258922,FoulBall
73645,StrikeCalled
228747,InPlay
9328,BallCalled
43532,BallCalled
150671,StrikeCalled
83768,StrikeSwinging
95673,BallCalled
240787,StrikeCalled
74622,BallCalled
227760,StrikeCalled
63195,StrikeCalled
85747,BallCalled
59930,FoulBall
194184,InPlay
89811,BallCalled
55802,BallCalled
93301,InPlay
16251,StrikeCalled
106257,InPlay
242164,BallCalled
231318,FoulBall
89161,BallCalled
2318,BallCalled
46634,FoulBall
66524,StrikeSwinging
840,StrikeCalled
255019,InPlay
42740,BallCalled
102465,StrikeCalled
251105,InPlay
219083,BallCalled
199144,StrikeCalled
112337,StrikeSwinging
219627,BallCalled
229694,InPlay
54561,FoulBall
154114,FoulBall
68474,StrikeCalled
172998,FoulBall
42809,StrikeSwinging
23671,BallCalled
186228,FoulBall
220203,BallCalled
170839,FoulBall
53945,InPlay
239665,FoulBall
237439,StrikeSwinging
261734,StrikeSwinging
262367,BallCalled
9702,StrikeCalled
29299,FoulBall
182918,BallCalled
232322,BallCalled
116152,StrikeCalled
144944,InPlay
166682,StrikeSwinging
174645,InPlay
154651,InPlay
115410,StrikeCalled
148484,BallCalled
268370,StrikeCalled
12739,InPlay
59200,FoulBall
11378,BallCalled
86435,BallCalled
147499,StrikeCalled
94644,BallCalled
55777,StrikeSwinging
241638,FoulBall
127629,BallCalled
43407,StrikeCalled
2648,InPlay
267729,InPlay
243162,BallCalled
213441,StrikeCalled
14599,BallCalled
36821,BallCalled
104350,BallCalled
9865,InPlay
203395,BallCalled
208499,FoulBall
81124,BallCalled
154727,FoulBall
213538,InPlay
103904,StrikeSwinging
96503,FoulBall
203386,FoulBall
142173,InPlay
218871,StrikeCalled
49997,BallCalled
52838,StrikeCalled
232546,FoulBall
13004,StrikeSwinging
239172,FoulBall
73971,StrikeCalled
209775,InPlay
83364,FoulBall
144042,FoulBall
249446,FoulBall
160897,FoulBall
160790,BallCalled
47683,StrikeCalled
261772,BallCalled
30469,InPlay
25127,StrikeCalled
47648,InPlay
101643,InPlay
236070,FoulBall
112089,BallCalled
107728,FoulBall
174800,BallCalled
215242,StrikeCalled
76677,BallCalled
227275,BallCalled
115693,BallCalled
103737,StrikeSwinging
209289,BallCalled
69107,StrikeSwinging
173738,BallCalled
231537,BallCalled
126397,InPlay
43470,InPlay
33293,FoulBall
74395,InPlay
201107,InPlay
72345,BallCalled
158022,BallCalled
239407,FoulBall
97337,StrikeCalled
100009,BallCalled
143156,BallCalled
157132,FoulBall
126226,StrikeSwinging
70844,BallCalled
152236,FoulBall
139636,StrikeCalled
38226,BallCalled
210600,BallCalled
103654,StrikeCalled
129112,BallCalled
120457,BallCalled
159828,BallCalled
117781,BallCalled
135634,StrikeSwinging
79730,BallCalled
249140,BallCalled
86825,BallCalled
32273,BallCalled
27981,StrikeSwinging
227830,BallCalled
164092,BallCalled
121851,StrikeSwinging
112115,BallCalled
123141,StrikeCalled
47429,InPlay
55197,InPlay
137081,BallCalled
195346,BallCalled
241272,StrikeSwinging
105640,BallCalled
132563,HitByPitch
193303,InPlay
24669,StrikeSwinging
59427,FoulBall
213678,BallCalled
74864,InPlay
77685,BallCalled
196360,FoulBall
129331,BallCalled
75765,BallCalled
264358,StrikeCalled
198434,BallCalled
112499,FoulBall
71354,BallCalled
59911,BallCalled
136376,FoulBall
266595,BallCalled
37724,StrikeCalled
89980,StrikeCalled
228285,BallCalled
67200,StrikeSwinging
49679,BallCalled
21259,StrikeSwinging
131919,FoulBall
246825,BallCalled
189909,InPlay
184307,FoulBall
43261,InPlay
56871,BallCalled
82550,FoulBall
41598,StrikeSwinging
176314,BallCalled
7938,BallCalled
44193,StrikeCalled
261847,InPlay
143143,StrikeCalled
108998,BallCalled
215591,BallCalled
63949,BallCalled
119217,FoulBall
221799,InPlay
47827,BallCalled
82309,StrikeCalled
109333,StrikeCalled
9016,BallCalled
102850,StrikeCalled
150171,FoulBall
130870,FoulBall
158097,BallCalled
13240,InPlay
264638,BallCalled
190063,BallCalled
85448,BallCalled
156782,StrikeCalled
231198,FoulBall
141847,BallCalled
170767,InPlay
215131,FoulBall
68440,StrikeCalled
132122,InPlay
29938,BallCalled
256891,StrikeSwinging
37236,InPlay
105123,BallCalled
100461,BallCalled
118494,StrikeCalled
187031,InPlay
79835,BallCalled
61555,BallCalled
112732,StrikeCalled
258753,StrikeCalled
180321,BallCalled
106901,BallCalled
246523,FoulBall
110754,BallCalled
9856,BallCalled
86960,InPlay
61329,StrikeCalled
48077,BallCalled
244647,StrikeCalled
204088,BallCalled
151284,BallCalled
122467,InPlay
83848,StrikeCalled
27141,InPlay
212152,BallCalled
163724,FoulBall
252251,BallCalled
112031,BallCalled
208285,FoulBall
218370,FoulBall
108738,BallCalled
188698,StrikeCalled
238619,InPlay
132077,BallCalled
47326,StrikeCalled
65653,FoulBall
158066,StrikeCalled
241000,StrikeCalled
117211,FoulBall
39647,BallCalled
84460,FoulBall
33861,BallCalled
129347,StrikeCalled
191174,BallCalled
235211,BallCalled
22790,StrikeCalled
244910,FoulBall
156885,StrikeSwinging
81402,BallCalled
96498,BallCalled
176825,InPlay
219296,InPlay
233114,InPlay
206847,BallCalled
202642,InPlay
85313,StrikeCalled
85733,BallCalled
189199,BallCalled
11819,FoulBall
219246,FoulBall
216830,BallCalled
103851,StrikeSwinging
101510,BallCalled
66751,StrikeSwinging
212943,FoulBall
84614,StrikeCalled
249696,BallCalled
107522,BallCalled
180220,InPlay
55352,StrikeCalled
101109,StrikeCalled
256183,StrikeCalled
218466,FoulBall
212834,FoulBall
201730,BallCalled
167132,BallCalled
107343,StrikeCalled
254063,FoulBall
253294,StrikeCalled
136458,StrikeCalled
100212,BallCalled
211352,StrikeSwinging
27349,BallCalled
10224,BallCalled
4697,InPlay
25471,StrikeCalled
136170,FoulBall
34519,HitByPitch
117486,BallCalled
150193,FoulBall
152368,StrikeCalled
169130,StrikeCalled
230963,BallCalled
265391,InPlay
57493,FoulBall
201486,InPlay
83776,BallCalled
66129,StrikeCalled
143393,StrikeCalled
175465,StrikeCalled
268262,InPlay
103274,InPlay
191494,StrikeCalled
89878,BallCalled
190984,StrikeSwinging
206647,InPlay
85697,FoulBall
186988,BallCalled
266454,StrikeCalled
122390,InPlay
131098,FoulBall
81160,BallCalled
146417,BallCalled
90710,FoulBall
70125,BallCalled
1372,BallCalled
135493,BallCalled
58632,InPlay
209018,InPlay
79997,InPlay
143025,BallCalled
79460,BallCalled
167682,BallCalled
222716,FoulBall
204416,BallCalled
177413,BallCalled
136325,BallCalled
19721,StrikeSwinging
18699,BallCalled
58445,StrikeCalled
90400,StrikeCalled
231773,StrikeSwinging
148396,StrikeCalled
94361,StrikeCalled
123632,BallCalled
147369,InPlay
177129,BallCalled
22380,BallCalled
242846,StrikeSwinging
267743,StrikeCalled
70217,StrikeCalled
29828,StrikeSwinging
118244,BallCalled
45135,StrikeSwinging
136333,BallCalled
31984,InPlay
14233,StrikeCalled
14162,BallCalled
142590,BallCalled
70423,BallCalled
61670,BallCalled
69112,FoulBall
156591,InPlay
110693,StrikeCalled
217827,BallCalled
183313,FoulBall
147111,BallCalled
241775,BallCalled
44613,FoulBall
169716,FoulBall
134685,StrikeCalled
130787,InPlay
128451,BallCalled
76431,BallCalled
50694,StrikeCalled
187891,BallCalled
134539,FoulBall
116573,InPlay
235785,FoulBall
116628,StrikeSwinging
153920,InPlay
206165,BallCalled
102150,BallCalled
180141,InPlay
27228,StrikeCalled
55670,FoulBall
14530,BallCalled
254178,FoulBall
215309,InPlay
149073,FoulBall
115317,StrikeCalled
191134,BallCalled
24436,StrikeCalled
84318,FoulBall
97006,BallCalled
89326,InPlay
212215,BallCalled
92648,BallCalled
261502,FoulBall
183374,InPlay
92965,StrikeCalled
103714,StrikeSwinging
17420,StrikeCalled
212101,BallCalled
94434,BallCalled
170678,BallCalled
252909,InPlay
90042,FoulBall
257304,StrikeSwinging
256491,InPlay
130223,StrikeCalled
123425,FoulBall
79441,InPlay
2224,BallCalled
83230,InPlay
107812,FoulBall
124312,BallCalled
154824,BallCalled
54666,BallCalled
262031,InPlay
103910,StrikeCalled
256287,FoulBall
103267,StrikeCalled
171066,FoulBall
201184,InPlay
112738,BallCalled
198847,StrikeSwinging
129427,StrikeCalled
144244,FoulBall
225176,InPlay
42659,BallCalled
36162,BallCalled
260222,StrikeCalled
6689,FoulBall
214117,BallCalled
11311,BallCalled
43271,BallCalled
184922,BallCalled
140355,FoulBall
175983,InPlay
17282,StrikeCalled
176828,StrikeCalled
234501,BallCalled
151708,BallCalled
146375,BallCalled
124208,StrikeCalled
164391,StrikeSwinging
34152,StrikeSwinging
102839,StrikeSwinging
37692,StrikeSwinging
166892,FoulBall
86594,InPlay
145414,BallCalled
2143,BallCalled
267065,BallCalled
198908,BallCalled
265022,FoulBall
29168,BallCalled
244920,BallCalled
18531,BallCalled
101864,StrikeCalled
12882,FoulBall
212422,InPlay
72639,StrikeCalled
186939,BallCalled
245668,StrikeCalled
166126,FoulBall
235199,BallCalled
118704,FoulBall
113322,StrikeCalled
145803,FoulBall
160196,InPlay
178661,StrikeCalled
7664,BallCalled
134890,BallCalled
3875,InPlay
165977,InPlay
255124,InPlay
196520,InPlay
64659,StrikeSwinging
11662,StrikeCalled
123929,BallCalled
242883,StrikeCalled
169960,InPlay
179167,HitByPitch
78908,StrikeSwinging
161959,BallCalled
82084,InPlay
154155,StrikeSwinging
80911,InPlay
46452,StrikeSwinging
18160,StrikeSwinging
199379,StrikeCalled
263065,FoulBall
100390,StrikeCalled
231983,StrikeSwinging
161738,InPlay
167219,InPlay
34740,BallCalled
86498,StrikeCalled
2102,BallCalled
54109,FoulBall
122711,InPlay
145436,InPlay
55784,BallCalled
67550,BallCalled
222649,StrikeSwinging
46735,InPlay
242595,BallCalled
195279,InPlay
242745,FoulBall
205559,FoulBall
3438,BallCalled
56580,BallCalled
105400,BallCalled
64523,BallCalled
102526,StrikeSwinging
216731,FoulBall
125469,FoulBall
63757,StrikeCalled
249556,BallCalled
106259,FoulBall
77993,BallCalled
187110,BallCalled
219203,FoulBall
11603,StrikeSwinging
105409,FoulBall
201215,FoulBall
178528,BallCalled
82201,InPlay
52693,BallCalled
55915,StrikeSwinging
95448,BallCalled
91212,StrikeSwinging
80303,StrikeSwinging
44872,StrikeCalled
150761,StrikeSwinging
10375,StrikeCalled
21568,StrikeSwinging
100121,StrikeSwinging
132714,StrikeSwinging
128419,StrikeSwinging
212463,StrikeCalled
122129,StrikeSwinging
231952,BallCalled
217909,FoulBall
115633,BallCalled
106412,StrikeCalled
49255,FoulBall
34724,BallCalled
110034,BallCalled
5460,FoulBall
164345,InPlay
143328,FoulBall
86356,BallCalled
174898,InPlay
227512,InPlay
14642,InPlay
234058,StrikeCalled
196831,BallCalled
114702,BallCalled
248843,BallCalled
241742,StrikeSwinging
41638,BallCalled
146907,InPlay
161545,StrikeCalled
1947,BallCalled
56921,BallCalled
176704,BallCalled
150695,InPlay
264048,InPlay
177382,InPlay
97541,BallCalled
131416,BallCalled
173041,BallCalled
203870,FoulBall
178625,BallCalled
37039,InPlay
247176,StrikeSwinging
22567,FoulBall
114359,FoulBall
131374,InPlay
87227,BallCalled
177138,FoulBall
227170,BallCalled
161642,StrikeCalled
172575,InPlay
89175,FoulBall
52727,FoulBall
216296,BallCalled
64383,StrikeCalled
4969,StrikeCalled
152383,BallCalled
18272,BallCalled
145434,BallCalled
28480,BallCalled
23382,FoulBall
268276,BallCalled
151537,StrikeSwinging
74946,StrikeCalled
188809,BallCalled
185089,InPlay
150383,FoulBall
1393,BallCalled
144542,FoulBall
67435,BallCalled
86642,FoulBall
38719,StrikeSwinging
65324,BallCalled
132167,BallCalled
107632,BallCalled
259773,BallCalled
178850,InPlay
68401,StrikeSwinging
201638,StrikeCalled
98064,InPlay
61386,BallCalled
192985,BallCalled
108420,InPlay
15703,StrikeCalled
245667,InPlay
8861,BallCalled
107744,FoulBall
6398,BallCalled
48206,FoulBall
189033,BallCalled
193654,FoulBall
138405,StrikeCalled
60473,InPlay
110481,BallCalled
213376,StrikeCalled
98898,BallCalled
234092,BallCalled
141732,BallCalled
129146,BallCalled
106417,StrikeCalled
172636,BallCalled
211441,BallCalled
195481,StrikeSwinging
122241,StrikeCalled
109073,BallCalled
20684,StrikeCalled
27086,InPlay
37671,StrikeSwinging
185831,BallCalled
103072,InPlay
127771,FoulBall
151340,BallCalled
81472,BallCalled
10289,BallCalled
175401,BallCalled
180242,InPlay
79074,StrikeSwinging
70926,InPlay
62545,BallCalled
208126,FoulBall
116011,BallCalled
48591,BallCalled
48906,StrikeCalled
227788,StrikeCalled
49748,FoulBall
217806,FoulBall
124197,BallCalled
51644,BallCalled
80297,InPlay
170635,InPlay
195626,InPlay
182619,FoulBall
193088,StrikeSwinging
49733,BallCalled
22277,InPlay
74564,BallCalled
219416,BallCalled
72385,BallCalled
226356,InPlay
200287,BallCalled
16406,BallCalled
128988,InPlay
222008,BallCalled
11499,FoulBall
103451,StrikeSwinging
62560,BallCalled
31678,StrikeCalled
37415,StrikeCalled
49196,StrikeSwinging
131488,FoulBall
112011,BallCalled
164907,BallCalled
234185,InPlay
200878,StrikeSwinging
92755,InPlay
131319,InPlay
69153,InPlay
60860,StrikeCalled
28885,BallCalled
149830,BallCalled
2197,BallCalled
188330,StrikeSwinging
222838,BallCalled
187353,InPlay
66676,BallCalled
156842,InPlay
210732,BallCalled
222238,StrikeSwinging
194829,InPlay
194143,FoulBall
136150,StrikeCalled
96885,InPlay
141858,BallCalled
51718,FoulBall
75380,InPlay
180984,InPlay
3407,BallCalled
108305,BallCalled
202764,BallCalled
256179,StrikeCalled
253722,BallCalled
12295,BallCalled
218232,InPlay
102459,BallCalled
121573,BallCalled
255251,InPlay
244307,BallCalled
178276,StrikeCalled
9142,FoulBall
22276,BallCalled
189419,InPlay
88505,BallCalled
139452,BallCalled
169849,InPlay
165950,InPlay
143120,BallCalled
101764,StrikeCalled
40756,InPlay
125489,InPlay
27259,FoulBall
125752,StrikeCalled
24521,BallCalled
110019,InPlay
181750,BallCalled
179552,InPlay
173626,BallCalled
72835,StrikeSwinging
230889,BallCalled
239516,BallCalled
174424,InPlay
189353,InPlay
70266,BallCalled
95550,InPlay
130377,StrikeCalled
14445,BallCalled
258143,BallCalled
74910,BallCalled
63916,BallCalled
174825,StrikeSwinging
124267,BallCalled
18196,BallCalled
76381,FoulBall
208590,BallCalled
211620,BallCalled
45433,FoulBall
212944,InPlay
261816,InPlay
234426,FoulBall
152684,StrikeSwinging
216211,StrikeCalled
44075,StrikeSwinging
251764,BallCalled
8678,BallCalled
15859,BallCalled
117451,StrikeSwinging
217076,StrikeSwinging
176192,FoulBall
220616,BallCalled
30464,BallCalled
233673,BallCalled
221293,BallCalled
202943,InPlay
145783,BallCalled
153542,InPlay
148681,InPlay
214334,BallCalled
220150,BallCalled
36318,InPlay
132219,BallCalled
231923,BallCalled
119583,InPlay
116534,FoulBall
176889,InPlay
105269,InPlay
78612,InPlay
232504,BallCalled
237301,StrikeCalled
34028,StrikeCalled
98471,InPlay
263777,FoulBall
177269,StrikeCalled
232949,InPlay
202539,FoulBall
22988,StrikeSwinging
114600,FoulBall
152539,BallCalled
9162,FoulBall
24440,StrikeCalled
61421,InPlay
103221,FoulBall
83695,BallCalled
195749,StrikeSwinging
247261,BallCalled
239158,BallCalled
239167,FoulBall
249918,BallCalled
234124,BallCalled
45208,FoulBall
108184,FoulBall
62533,InPlay
114821,StrikeCalled
206559,FoulBall
198225,BallCalled
45504,BallCalled
123985,BallCalled
200098,FoulBall
210135,BallCalled
73737,BallCalled
102677,InPlay
206180,FoulBall
70800,BallCalled
111123,InPlay
40498,InPlay
70748,InPlay
63748,StrikeCalled
66796,BallCalled
241032,BallCalled
60228,InPlay
80094,InPlay
92863,BallCalled
54394,FoulBall
189590,BallCalled
178697,InPlay
58489,BallCalled
32688,StrikeCalled
182611,StrikeCalled
229433,FoulBall
254551,BallCalled
11917,BallCalled
180237,StrikeCalled
136914,StrikeCalled
173424,BallCalled
167159,FoulBall
266900,BallCalled
214028,StrikeCalled
220108,InPlay
57413,BallCalled
3485,BallCalled
222966,StrikeCalled
265084,InPlay
48093,BallCalled
24671,BallCalled
15446,StrikeCalled
53925,FoulBall
177876,StrikeCalled
152633,StrikeCalled
246604,FoulBall
1864,StrikeCalled
125514,BallCalled
256901,StrikeCalled
74680,FoulBall
21019,StrikeSwinging
142089,InPlay
206333,StrikeCalled
167339,BallCalled
152863,StrikeSwinging
20688,InPlay
77032,InPlay
8510,StrikeCalled
191026,FoulBall
28851,FoulBall
187777,BallCalled
203836,BallCalled
48152,StrikeCalled
192580,StrikeSwinging
136748,BallCalled
97951,InPlay
35706,StrikeCalled
154676,BallCalled
266779,StrikeSwinging
23057,BallCalled
109434,BallCalled
235303,BallCalled
141060,BallCalled
175337,FoulBall
216232,StrikeCalled
15513,InPlay
265261,StrikeSwinging
61127,FoulBall
134867,InPlay
158577,BallCalled
211868,InPlay
205164,FoulBall
113975,FoulBall
175660,StrikeSwinging
244645,BallCalled
10321,StrikeSwinging
137034,FoulBall
165879,StrikeCalled
150196,InPlay
1927,FoulBall
66324,BallCalled
198291,InPlay
198262,BallCalled
231464,BallCalled
37092,StrikeSwinging
175665,FoulBall
250492,BallCalled
209539,FoulBall
249014,StrikeSwinging
31746,BallCalled
65842,BallCalled
45633,BallCalled
54789,FoulBall
74332,BallCalled
126615,BallCalled
7045,StrikeSwinging
33460,FoulBall
7671,StrikeCalled
60785,StrikeCalled
39979,InPlay
256467,FoulBall
87440,StrikeCalled
121804,StrikeCalled
105659,StrikeSwinging
224882,FoulBall
174380,InPlay
251766,StrikeCalled
56664,BallCalled
202091,BallCalled
9639,FoulBall
14552,StrikeSwinging
214233,FoulBall
29172,FoulBall
256661,BallCalled
39678,BallCalled
80812,FoulBall
127034,BallCalled
215304,BallCalled
29756,BallCalled
105210,BallCalled
208191,BallCalled
247381,BallCalled
237411,BallCalled
96851,StrikeCalled
204926,BallCalled
243474,InPlay
173087,StrikeCalled
58002,BallCalled
133907,BallCalled
216733,FoulBall
186999,BallCalled
219687,FoulBall
96289,StrikeCalled
79099,StrikeCalled
262626,FoulBall
252467,BallCalled
43133,StrikeSwinging
221758,InPlay
51173,StrikeCalled
176084,InPlay
153982,BallCalled
258627,StrikeCalled
102440,StrikeCalled
164675,BallCalled
235532,BallCalled
172628,FoulBall
255399,BallCalled
124359,FoulBall
255038,BallCalled
252035,InPlay
208891,BallCalled
86851,BallCalled
267600,BallCalled
260689,StrikeSwinging
22215,StrikeCalled
217811,BallCalled
263572,InPlay
56082,BallCalled
159616,FoulBall
261081,BallCalled
170802,FoulBall
199522,StrikeCalled
261459,BallCalled
108744,BallCalled
39603,BallCalled
90033,BallCalled
240934,BallCalled
107278,FoulBall
146065,FoulBall
218240,InPlay
79168,InPlay
197402,BallCalled
58080,InPlay
53999,BallCalled
23051,StrikeCalled
133579,StrikeCalled
84767,FoulBall
169301,InPlay
108209,BallCalled
176129,StrikeCalled
64916,InPlay
204942,FoulBall
250363,StrikeCalled
119271,FoulBall
40592,BallCalled
172113,BallCalled
13742,StrikeSwinging
8205,InPlay
78390,BallCalled
174788,InPlay
171498,FoulBall
257934,StrikeCalled
264065,BallCalled
236461,BallCalled
31070,BallCalled
20179,InPlay
228106,BallCalled
207894,FoulBall
252728,BallCalled
89185,FoulBall
78593,InPlay
83317,BallCalled
134255,BallCalled
233227,BallCalled
104217,BallCalled
178599,BallCalled
218818,InPlay
148575,FoulBall
121047,StrikeCalled
242201,StrikeCalled
40473,FoulBall
266590,InPlay
27432,BallCalled
167414,FoulBall
195274,StrikeCalled
122717,FoulBall
183410,FoulBall
251615,StrikeCalled
127516,StrikeCalled
160083,InPlay
169049,StrikeSwinging
152070,BallCalled
20627,BallCalled
108468,InPlay
164647,InPlay
91489,FoulBall
199248,FoulBall
131739,FoulBall
266063,FoulBall
101940,InPlay
98227,FoulBall
183043,InPlay
210609,BallCalled
194534,BallCalled
122661,StrikeCalled
201528,InPlay
180265,BallCalled
85158,FoulBall
36169,FoulBall
121163,InPlay
59327,StrikeCalled
61051,StrikeCalled
238062,FoulBall
75150,FoulBall
83485,StrikeSwinging
151622,BallCalled
177988,InPlay
262424,FoulBall
230098,BallCalled
39395,InPlay
64942,StrikeCalled
161221,StrikeCalled
177194,InPlay
197981,StrikeSwinging
204099,FoulBall
155244,InPlay
116238,StrikeCalled
57362,BallCalled
15321,FoulBall
238486,FoulBall
833,FoulBall
94542,BallCalled
31434,BallCalled
171296,BallCalled
48463,InPlay
175973,InPlay
101315,BallCalled
70063,FoulBall
185790,InPlay
60484,StrikeSwinging
140471,InPlay
217039,StrikeSwinging
206815,BallCalled
142845,FoulBall
226615,StrikeSwinging
187724,InPlay
214595,FoulBall
106892,StrikeSwinging
151521,BallCalled
74228,InPlay
213436,BallCalled
140035,BallCalled
268353,InPlay
206033,BallCalled
169475,StrikeCalled
167001,StrikeSwinging
195440,BallCalled
123318,BallCalled
41649,StrikeCalled
91867,InPlay
230248,InPlay
254522,StrikeSwinging
201940,FoulBall
242033,FoulBall
267949,FoulBall
199825,StrikeCalled
50318,StrikeCalled
90847,BallCalled
177681,FoulBall
112224,FoulBall
73125,BallCalled
6729,BallCalled
75984,InPlay
264283,StrikeSwinging
30766,FoulBall
151695,StrikeCalled
78589,InPlay
56109,FoulBall
260682,BallCalled
48191,BallCalled
184863,FoulBall
95582,StrikeSwinging
138390,InPlay
179624,StrikeCalled
261719,InPlay
98180,BallCalled
163461,BallCalled
38735,InPlay
231151,BallCalled
26789,BallCalled
40413,FoulBall
85483,StrikeCalled
10972,BallCalled
246615,FoulBall
78896,FoulBall
10478,InPlay
151005,StrikeSwinging
166550,InPlay
188813,FoulBall
54492,StrikeCalled
60997,InPlay
176582,StrikeSwinging
113301,InPlay
256987,BallCalled
57042,BallCalled
27803,FoulBall
237389,StrikeSwinging
167532,StrikeSwinging
244106,FoulBall
156036,BallCalled
136050,FoulBall
246485,BallCalled
111450,BallCalled
191956,StrikeCalled
53176,InPlay
67766,StrikeSwinging
21533,InPlay
79707,InPlay
1822,BallCalled
85811,BallCalled
